scenarioid,time,id,x_sim,y_sim,velocity
1,10.5,p1,23.718151274356522,6.670560208341426,1.0998025495519026
1,10.5,p2,25.33878294726658,7.510851590217938,0.9659709065421599
1,10.5,p3,27.716005238367163,6.772420322185617,1.02555496996172
1,10.5,p4,29.658764406993487,7.407699113620301,1.0221091198426604
1,10.5,p5,26.994603294817864,8.805454400502512,0.9999505430559098
1,10.5,p6,23.761657155325658,10.140388480521082,0.9931555181342607
1,10.5,p7,26.73854885676124,10.821081812926236,1.0263636817637667
1,10.5,p8,28.20115160867529,9.740971796531326,0.8905435879293504
1,11.0,p1,23.18256774714071,6.545893864145075,1.0998025495519026
1,11.0,p2,24.872631189374225,7.394318752496262,0.9609939930168108
1,11.0,p3,27.67616326857335,6.396119731721239,0.7568078142854795
1,11.0,p4,29.894597953887793,7.534800671641832,0.5358069349765763
1,11.0,p5,26.59324564690568,8.50731465038212,0.9999505430559098
1,11.0,p6,23.263718318851662,10.146293529120088,0.9959476983617804
1,11.0,p7,26.454285881769618,11.248340707344866,1.026363681763767
1,11.0,p8,27.74643509830036,9.767545580022377,0.9109846777560718
1,11.5,p1,22.64391393308102,6.435243601609607,1.0998025495519026
1,11.5,p2,24.399697847310993,7.302517655300352,0.9635214320013286
1,11.5,p3,27.51810095406198,6.115411966157874,0.6442997591688814
1,11.5,p4,29.943774957578885,7.6342163706414,0.2218274906282485
1,11.5,p5,26.21712409785886,8.177909349146585,0.9999505430559098
1,11.5,p6,22.76473248890939,10.152211003603119,0.9980418327654091
1,11.5,p7,26.10374361936816,11.574035200475663,0.9569885695979004
1,11.5,p8,27.28039939934616,9.788674449063715,0.9330288351529034
1,12.0,p1,22.101952429359667,6.342135382400412,1.0998025495519026
1,12.0,p2,23.922227030634616,7.2297401361487275,0.96597090654216
1,12.0,p3,27.27141139220743,5.90842571556444,0.6440467307974405
1,12.0,p4,29.85293435016161,7.712191767318823,0.23943415331101528
1,12.0,p5,25.796628081762265,7.911838530403007,0.9952096867293574
1,12.0,p6,22.264961413902736,10.158137797643507,0.9996124334979152
1,12.0,p7,25.712364345340546,11.811103812623722,0.915159577350724
1,12.0,p8,26.805723290683474,9.805428475564904,0.9499433783950556
